ATS,Location Code,Location Name,Latitude,Longitude,ATS System Code,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code,in_LCGMS,geometry,BAP Rating,Accessibility Description,BAP Full URL,accessibility_match_status
11X418,X418,Bronx High School for the Visual Arts,40.851577,-73.864438,11X418,321100011418.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X839,2040 ANTIN PL,BRONX,NY,10462.0,2042900048.0,22800.0,211.0,13.0,BX49,Pelham Parkway,IRIS WITHERSPOON,Principal,718-319-5160,718-319-5165,11.0,11.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8222551.6259 4990473.893100001),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZLQJtCUecVJrmB8HNWu_QIBWMz_u170vlObL6Ly8ExTgw,Complete (Current)
84X419,X419,Bronx Academy of Promise Charter School,40.839503,-73.919597,84X419,320900860913.0,Charter,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,XAUV,1349 INWOOD AVENUE,BRONX,NY,10452.0,0.0,21900.0,204.0,16.0,BX26,Highbridge,Catherine Jackvony/Nicholas Parrino,Principal,718-293-6950,718-293-6958,9.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228691.897700001 4988697.1382),,,,No Match
84X422,X422,Icahn Charter School 3,40.856531,-73.843013,84X422,321100860917.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,XAGA,1500 PELHAM PARKWAY SOUTH,BRONX,NY,10461.0,2042220005.0,29600.0,211.0,13.0,BX49,Pelham Parkway,Kaitlyn O'connor,Principal,718-828-0034,718-794-2357,11.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8220166.605799999 4991202.994900003),,,,No Match
08X424,X424,Bronx Academy for Multi-Media,40.815827,-73.885284,08X424,320800010424.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2008,Open,X074,730 BRYANT AVENUE,BRONX,NY,10474.0,2027630279.0,11700.0,202.0,17.0,BX27,Hunts Point,DAVID VAZQUEZ,Principal,718-328-1972,718-328-7330,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8224872.192 4985214.024899997),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EakJs7u3_8VJgEPNO3w5tCABjBVHYNyXBQ3ZKrMsFfd9Fw,Complete (Current)
07X427,X427,Community School for Social Justice,40.815712,-73.92996,07X427,320700011427.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X884,350 Gerard Avenue,Bronx,NY,10451.0,2023440096.0,6300.0,201.0,8.0,BX63,West Concourse,Jaime Guzman,Principal,718-402-8481,718-402-8650,7.0,7.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8229845.501599999 4985197.1096),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUNQSRVlaLxAoMoj_kbrUykBoR7nltt02BPCMXj_HU4tnA,Complete (Current)
84X429,X429,Charter High School for Law and Social Justice,40.853728,-73.911708,84X429,321000861064.0,Charter,General Academic,High school,"06,07,09,10,11,12","09,10,11,12",Jul 1 2015,Open,XABN,1960 UNIVERSITY AVENUE,BRONX,NY,10453.0,2028680111.0,24300.0,205.0,14.0,BX36,University Heights-Morris Heights,Richard Burke,Executive Director,646-450-2240,718-744-2007,10.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8227813.6982 4990790.458499998),,,,No Match
08X432,X432,Bronx Bridges High School,40.821218,-73.85593,08X432,320800011432.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,X450,1980 Lafayette Avenue,Bronx,NY,10473.0,2036040039.0,1600.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Nelsie Castillo,Principal,718-829-2984,718-829-2987,8.0,8.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8221604.5197 4986007.0167),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcnfaZ-JOBpGvfT-LfHqxYAByuVJgx6VBslEutmGDJfteQ,Complete (Current)
10X433,X433,High School for Teaching and the Professions,40.869061,-73.897066,10X433,321000011433.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X430,2780 RESERVOIR AVENUE,BRONX,NY,10468.0,2032470070.0,40900.0,207.0,11.0,BX28,Van Cortlandt Village,Alvin Simpson,Principal,718-329-7380,718-329-7381,10.0,10.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8226183.758199999 4993047.3330999985),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfAzzkW-PhNPlg3YfhwvaoQBauAq0dxjremCLVnWvKRVVg,Complete (Current)
10X434,X434,Belmont Preparatory High School,40.859466,-73.888625,10X434,321000011434.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458.0,2030590001.0,38700.0,206.0,15.0,BX06,Belmont,STEPHEN GUMBS,Principal,718-733-4559,718-295-3655,10.0,10.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8225244.110400001 4991634.977399997),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eeued8N6ZFlIvSxifuIOregBnKinbTIRC34Lcv31NJkpfw,Complete (Current)
10X437,X437,Fordham High School for the Arts,40.859466,-73.888625,10X437,321000011437.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458.0,2030590001.0,38700.0,206.0,15.0,BX06,Belmont,Michael Johnson,I.A. Principal,718-733-4656,718-295-3605,10.0,10.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8225244.110400001 4991634.977399997),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eeued8N6ZFlIvSxifuIOregBnKinbTIRC34Lcv31NJkpfw,Complete (Current)
10X438,X438,Fordham Leadership Academy,40.859466,-73.888625,10X438,321000011438.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458.0,2030590001.0,38700.0,206.0,15.0,BX06,Belmont,Fiorella Cabrejos,Principal,718-733-5024,718-295-3674,10.0,10.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8225244.110400001 4991634.977399997),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eeued8N6ZFlIvSxifuIOregBnKinbTIRC34Lcv31NJkpfw,Complete (Current)
10X439,X439,Bronx High School for Law and Community Service,40.859466,-73.888625,10X439,321000011439.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458.0,2030590001.0,38700.0,206.0,15.0,BX06,Belmont,Michael Barakat,Principal,718-733-5274,718-295-3631,10.0,10.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8225244.110400001 4991634.977399997),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eeued8N6ZFlIvSxifuIOregBnKinbTIRC34Lcv31NJkpfw,Complete (Current)
10X440,X440,DeWitt Clinton High School,40.879958,-73.889011,10X440,321000011440.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1929,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,NY,10468.0,2032510201.0,40900.0,207.0,11.0,BX28,Van Cortlandt Village,Pierre Orbe,Principal,718-543-1000,718-548-0036,10.0,10.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8225287.079700001 4994651.5876),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EWF0UWsw76xNjUrg6KGDAmcBtMx_jgHcVIIACiT3pjQLtA,Complete (Current)
10X442,X442,"Celia Cruz Bronx High School of Music, The",40.869061,-73.897066,10X442,321000011442.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,X430,2780 RESERVOIR AVENUE,BRONX,NY,10468.0,2032470070.0,40900.0,207.0,11.0,BX28,Van Cortlandt Village,Vern Ram,I.A. Principal,718-329-8550,718-329-8559,10.0,10.0,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC,True,POINT (-8226183.758199999 4993047.3330999985),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfAzzkW-PhNPlg3YfhwvaoQBauAq0dxjremCLVnWvKRVVg,Complete (Current)
09X443,X443,The Family School,40.831873,-73.917526,09X443,320900010443.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2009,Open,X090,1116 SHERIDAN AVENUE,BRONX,NY,10456.0,2024560100.0,18102.0,204.0,16.0,BX14,East Concourse-Concourse Village,ROWENA PENN,Principal,718-538-3266,718-538-3364,9.0,9.0,X809,COMMUNITY SCHOOL DISTRICT 09,HARRY SHERMAN,,,,,XFSC,True,POINT (-8228461.355 4987574.508900002),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ET3RHO3FKDVBgZ2N9AzXrcMBVuOzjyWIvihzB8PkbavbSQ,Complete (Current)
10X445,X445,The Bronx High School of Science,40.879958,-73.889011,10X445,321000011445.0,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 1959,Open,X445,75 WEST 205 STREET,BRONX,NY,10468.0,2032510201.0,40900.0,207.0,11.0,BX28,Van Cortlandt Village,MARIAN HOYLE,Principal,718-817-7700,718-733-7951,10.0,10.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8225287.079700001 4994651.5876),4.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EW2nJwOQD6BBnEY85VXxyCoBcqOG-jPk0s-XqFdYlqN5vA,Complete (Current)
12X446,X446,Arturo A. Schomburg Satellite Academy Bronx,40.823124,-73.898265,12X446,321200011446.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,X401,1010 REV. J. A. POLITE AVENUE,BRONX,NY,10459.0,2026980012.0,12901.0,202.0,17.0,BX33,Longwood,MARSHA VERNON,Principal,718-518-3050,718-589-3710,12.0,12.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8226317.2303 4986287.396200001),N/A,No Accessibility,TBD,Complete (Raw Backup)
10X447,X447,Creston Academy,40.855337,-73.903139,10X447,321000010447.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,X079,125 EAST 181 STREET,BRONX,NY,10453.0,2031700001.0,23704.0,205.0,14.0,BX40,Fordham South,Deidre ann Spencer,Principal,718-367-5035,718-367-5176,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8226859.8015 4991027.263800003),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EV7Xwj13kJhKoAW2_rbhy08B29kbTarRmC8s8Q_qeYNoug,Complete (Current)
08X448,X448,Soundview Academy for Culture and Scholarship,40.822925,-73.859998,08X448,320800010448.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,X131,885 Bolton Avenue,Bronx,NY,10473.0,2036440001.0,4200.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,WILLIAM FRACKELTON,Principal,718-991-4027,718-991-4807,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8222057.3674 4986258.122199997),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ESbEwyznayZKmG5wQjv7Mb4BTxiY2C5hkTNKdPCczCoGWA,Complete (Current)
09X449,X449,Grant Avenue Elementary School,40.828009,-73.917705,09X449,320900010449.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2009,Open,X166,250 EAST 164 STREET,BRONX,NY,10456.0,2024460043.0,18302.0,204.0,16.0,BX14,East Concourse-Concourse Village,Diana Castillo,I.A. Principal,718-681-6288,718-681-6687,9.0,9.0,X809,COMMUNITY SCHOOL DISTRICT 09,HARRY SHERMAN,,,,,XFSC,True,POINT (-8228481.281199999 4987006.034000002),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb6GfUZOFcZPvIGG1bEYR5kBzTTOROFp9zE4CZCggzKheg,Complete (Current)
08X452,X452,Gotham Collaborative High School,40.821218,-73.85593,08X452,320800011452.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X450,1980 Lafayette Avenue,Bronx,NY,10473.0,2036040039.0,1600.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,David Liu,Principal,718-597-1587,718-824-1663,8.0,8.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8221604.5197 4986007.0167),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcnfaZ-JOBpGvfT-LfHqxYAByuVJgx6VBslEutmGDJfteQ,Complete (Current)
09X454,X454,Science and Technology Academy: A Mott Hall School,40.828009,-73.917705,09X454,320900010454.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,X166,250 EAST 164 STREET,BRONX,NY,10456.0,2024460043.0,18302.0,204.0,16.0,BX14,East Concourse-Concourse Village,MIRIAM RUIZ,Principal,718-293-4017,718-293-7396,9.0,9.0,X809,COMMUNITY SCHOOL DISTRICT 09,HARRY SHERMAN,,,,,XFSC,True,POINT (-8228481.281199999 4987006.034000002),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb6GfUZOFcZPvIGG1bEYR5kBzTTOROFp9zE4CZCggzKheg,Complete (Current)
11X455,X455,Harry S Truman High School,40.874035,-73.831669,11X455,321100011455.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1973,Open,X455,750 BAYCHESTER AVENUE,BRONX,NY,10475.0,2051410150.0,46201.0,210.0,12.0,BX13,Co-op City,Keri Alfano,Principal,718-904-5400,718-904-5502,11.0,11.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8218903.797499999 4993779.571800001),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EajNAH3CXoBNhGTR6zvvHUQB6ifxetZv9YFf73p6UyVnrg,Complete (Current)
09X457,X457,Sheridan Academy for Young Leaders,40.831873,-73.917526,09X457,320900010457.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2009,Open,X090,1116 SHERIDAN AVENUE,BRONX,NY,10456.0,2024560100.0,18102.0,204.0,16.0,BX14,East Concourse-Concourse Village,LISETTE FEBUS,Principal,718-538-3411,718-538-3499,9.0,9.0,X809,COMMUNITY SCHOOL DISTRICT 09,HARRY SHERMAN,,,,,XFSC,True,POINT (-8228461.355 4987574.508900002),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ET3RHO3FKDVBgZ2N9AzXrcMBVuOzjyWIvihzB8PkbavbSQ,Complete (Current)
12X458,X458,Samara Community School,40.833595,-73.885081,12X458,321200010458.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2014,Open,X320,1570 Boone Avenue,Bronx,NY,10460.0,2030090033.0,15700.0,203.0,17.0,BX75,Crotona Park East,DANIELLE DERRIG,Principal,718-860-5332,718-860-5333,12.0,12.0,X812,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",,,,,XFSC,True,POINT (-8224849.5941 4987827.861699998),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfWOXBIQc_RJjBLUNDYQPCoBmIkSSSl21WJQKE_DESXD9w,Complete (Current)
84X460,X460,Atmosphere Academy Public Charter School,40.875161,-73.910426,84X460,321000861075.0,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08",Jul 1 2015,Open,XAZI,22 MARBLE HILL AVENUE,BRONX,NY,10463.0,0.0,30900.0,208.0,10.0,MN01,Marble Hill-Inwood,Colin Greene,Executive Director,718-757-5852,,10.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8227670.9866 4993945.341600001),,,,No Match
84X461,X461,Nuasin Next Generation Charter School,40.834599,-73.929797,84X461,320900860962.0,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jun 1 2010,Open,XAWW,180 West 165 Street,Bronx,NY,10452.0,0.0,18900.0,204.0,8.0,BX26,Highbridge,Kurt Davidson/Malik Russell,Executive Director,718-893-0640,718-893-0675,9.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8229827.3565 4987975.580200002),,,,No Match
11X462,X462,Cornerstone Academy for Social Action Middle Schoo,40.882778,-73.830616,11X462,321100010462.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,X189,3441 STEENWICK AVENUE,BRONX,NY,10475.0,2052630192.0,46202.0,212.0,12.0,BX13,Co-op City,Delroy Grant,I.A. Principal,718-794-7970,718-794-7981,11.0,11.0,X10C,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",,,,,XFSC,True,POINT (-8218786.5781 4995066.7905),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcA9ofOirI1Hj5xn6rogKdABM32L88RVtl-vbiPEpNkxjQ,Complete (Current)
12X463,X463,Urban Scholars Community School,40.828406,-73.900121,12X463,321200010463.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,X198,1180 TINTON AVENUE,BRONX,NY,10456.0,2026720001.0,13500.0,203.0,17.0,BX35,Morrisania-Melrose,DEBRA JONES,Principal,718-842-8133,718-842-8442,12.0,12.0,X812,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",,,,,XFSC,True,POINT (-8226523.839299999 4987064.439499997),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYHfYd4rNi9Kj5ldUKA3aY8BWjnBZGvU3tGnSLUNWY6ANw,Complete (Current)
84X464,X464,Success Academy Charter School - Bronx 4,40.822925,-73.859998,84X464,320800861074.0,Charter,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2014,Open,X131,885 Bolton Avenue,Bronx,NY,10473.0,2036440001.0,4200.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,,,646-558-0043,646-219-2838,8.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8222057.3674 4986258.122199997),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ESbEwyznayZKmG5wQjv7Mb4BTxiY2C5hkTNKdPCczCoGWA,Complete (Current)
84X465,X465,Boys Preparatory Charter School of New York,40.820298,-73.927397,84X465,320700860994.0,Charter,General Academic,K-8,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05",Jul 1 2014,Open,XBCA,192 East 151 Street,Bronx,NY,10451.0,2023480005.0,63.0,204.0,8.0,BX63,West Concourse,Joyanet Mangual/Steve Paul,Principal,718-860-8774,718-860-8777,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8229560.1897 4985871.684299998),,,,No Match
08X467,X467,Mott Hall Community School,40.826794,-73.818083,08X467,320800010467.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465.0,2054380001.0,15800.0,210.0,13.0,BX52,Schuylerville-Throgs Neck-Edgewater Park,Benjamin Basile,Principal,718-829-3254,718-829-3859,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8217391.4109000005 4986827.289099999),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUUfE8-dq3ZCm-b5qjW28IQByV-yZA_QiiSL0TSTtls7lA,Complete (Current)
11X468,X468,Pelham Academy of Academics and Community Engageme,40.862098,-73.865028,11X468,321100010468.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,X135,2441 WALLACE AVENUE,BRONX,NY,10467.0,2044320001.0,33000.0,211.0,13.0,BX07,Bronxdale,JOANNA CARTAGENA,I.A. Principal,718-881-3136,718-881-3413,11.0,11.0,X10C,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",,,,,XFSC,True,POINT (-8222617.304400001 4992022.379699998),N/A,No Accessibility,TBD,Complete (Raw Backup)
75X469,X469,The Bronx School for Continuous Learners,40.839307,-73.911366,75X469,307500012469.0,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2014,Open,X410,240 EAST 172 STREET,BRONX,NY,10457.0,2028170002.0,22500.0,204.0,16.0,BX14,East Concourse-Concourse Village,Janine Tubiolo,Principal,718-410-4105,718-410-4109,9.0,75.0,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",,,,,D075,True,POINT (-8227775.627 4988668.2984),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb_abUxEHtFMstxD5gSqFccBER-dwJOvdp55UJ6Nc3RDdA,Complete (Current)
84X471,X471,American Dream Charter School,40.809023,-73.917417,84X471,320700861062.0,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08",Jul 1 2014,Open,X030,510 EAST 141 STREET,BRONX,NY,10454.0,2022670015.0,3900.0,201.0,8.0,BX39,Mott Haven-Port Morris,Melissa Melkonian/Beatriz Banuelos,Principal,718-585-3071,917-398-8271,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228449.2212000005 4984213.279100001),N/A,No Accessibility,TBD,Complete (Raw Backup)
84X472,X472,Family Life Academy Charter School III,40.816245,-73.929949,84X472,320700861070.0,Charter,General Academic,Elementary,"01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2014,Open,XBAV,370 Gerard Avenue,BRONX,NY,10451.0,2023440110.0,6300.0,201.0,8.0,BX63,West Concourse,Rachel Cotto-Nunez,Principal,718-410-8100,,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8229844.2771000005 4985275.508500002),,,,No Match
07X473,X473,Mott Haven Village Preparatory High School,40.818041,-73.911633,07X473,320700011473.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X470,701 ST. ANNS AVENUE,BRONX,NY,10455.0,2023590240.0,7100.0,201.0,17.0,BX34,Melrose South-Mott Haven North,Jaime Dubei,Principal,718-402-0571,718-665-2363,7.0,7.0,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC,True,POINT (-8227805.349300001 4985539.686499998),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYSFmlvw69VEm4Xf1Aiy83IBiYR1Ipa-pq9VAZkM5FUFhA,Complete (Current)
10X477,X477,Marble Hill High School for International Studies,40.877379,-73.912686,10X477,321000011477.0,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Sep 2 2002,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463.0,1022150080.0,30900.0,208.0,10.0,MN01,Marble Hill-Inwood,KIRSTEN LARSON,Principal,718-561-0973,718-561-5612,10.0,10.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8227922.568700001 4994271.8838),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfOPUnvUcxZNsuI2tSwaWjMBh_5o1wdi-s4tzKtY8El3Fg,Complete (Current)
12X478,X478,The Cinema School,40.832508,-73.878191,12X478,321200011478.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,X423,1551 East 172 Street,Bronx,NY,10472.0,2038640001.0,5600.0,209.0,18.0,BX08,West Farms-Bronx River,Keisha Warner,Principal,718-620-2560,718-620-2561,12.0,12.0,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC,True,POINT (-8224082.6028 4987667.933799997),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EefIIt--1e9DnS_XKVRa-PoB-uSdCd9VOJNhSadJANl5-w,Complete (Current)
12X479,X479,Bronx Career and College Preparatory High School,40.826933,-73.900593,12X479,321200011479.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,X158,800 HOME STREET,BRONX,NY,10456.0,2026710011.0,13100.0,203.0,16.0,BX33,Longwood,Nicole Winn,Principal,718-542-4011,718-542-4377,12.0,12.0,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC,True,POINT (-8226576.382099999 4986847.737899996),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETR-SsA7jgdBqbhGHHDFLRgBYF7Jy_9BifIMOg9xif1JYQ,Complete (Current)
